,Text,Text_Tag,Barely-True,False,Half-True,Mostly-True,Not-Known,True
9523,Virginia House Speaker Bill Howell is allied to group pushing MIXED SEX BATHROOMS in Stafford Schools.,"children,education,gays-and-lesbians,sexuality",0,1,0,0,0,0
9524,Republicans are now taking credit for provisions of the health care bill that they had tried to derail.,health-care,0,0,1,0,0,0
9525,"300,000 Floridians will lose their current health plans because of Obamacare, a plan Alex Sink supports.",health-care,0,0,1,0,0,0
9526,Rob Cornilles is a Tea Party candidate.,"abortion,message-machine-2012,campaign-advertising",1,0,0,0,0,0
9527,Lincoln Chafee voted with President George W. Bush and the conservative leadership 76% of the time.,"bipartisanship,candidates-biography,voting-record",1,0,0,0,0,0
9528,"There are fewerwars, there are fewerpeople dying in wars now than there have been in quite some time.","foreign-policy,history,military",0,0,0,1,0,0
9529,"So far, the war in Gaza has left more than 1,800 Palestinians dead -- the population equivalent to 100 9/11s.","israel,terrorism",1,0,0,0,0,0
9530,Says Scott Walker left college under an ethical cloud for having tried to fix the election for student body president.,"candidates-biography,education,elections,ethics",0,1,0,0,0,0
9531,Only 25 percent of what people buy is subject to Rhode Islands sales tax.,"economy,state-finances,taxes",0,1,0,0,0,0
9532,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.,"health-care,public-health",0,0,0,0,0,1
9533,The post-Soviet industrial meltdown is responsible for most of the progress in reducing carbon emissions that Europe is able to claim.,"climate-change,environment,pundits",0,0,0,1,0,0
9534,Says 74 percent of small-business people believe that Obamacare is a bad idea.,health-care,0,1,0,0,0,0
9535,The immigration proposal from the Gang of Eight is not amnesty.,immigration,0,0,1,0,0,0
9536,"Texas has installed more wind power than any other state, and all but four countries.",energy,0,0,0,0,0,1
9537,Says Florida Gov. Rick Scotts cuts to education are the same as his proposedcorporate income tax rate reduction.,"education,state-budget,taxes",1,0,0,0,0,0
9538,The study of the Savannah River Estuary . . . clearly demonstrates the project can be constructed and [environmental] impacts will be mitigated.,"environment,transportation",0,0,1,0,0,0
9539,We have more natural gas than Saudi Arabia has oil.,"energy,environment,transportation",1,0,0,0,0,0
9540,Says President Barack Obama could basically legalize all immigrants here illegally by the sign of a pen.,immigration,1,0,0,0,0,0
9541,"After President Barack Obamas health care law takes full effect, 100 percent of Americans will depend on some form of federal payment, some form of government benefit to help provide for them.","children,families,health-care,medicaid,medicare",0,1,0,0,0,0
9542,Says Texas lawmakers last year expanded public educations share of state spending.,"education,state-budget,state-finances",0,0,0,1,0,0
9543,There has been a 100 percentincrease in student debt under this Democratic White House.,"debt,education",0,0,1,0,0,0
9544,"Under Barack Obamas watch, we have expended $805 billion to liberate the people of Iraq and, more importantly, 4,400 American lives.","federal-budget,iraq,military",0,0,0,0,1,0
9545,Says she made a cold call and persuaded an Illinois company to relocate to Wisconsin.,"corrections-and-updates,jobs",1,0,0,0,0,0
9546,The sequester has already lost 1.6 million jobs.,"deficit,federal-budget,jobs",0,1,0,0,0,0
9547,Sotomayor ruled against the white firefighter Ricci and other white firefighters just on the basis that she thought women and minorities should be given a preference because of their skin color and because of the history of discrimination in the past. The law was totally disregarded.,"pundits,sotomayor-nomination,supreme-court",1,0,0,0,0,0
9548,A gallon (of gasoline) delivered to the front lines for our troops in Afghanistan cost more than $400.,"afghanistan,energy",0,0,0,1,0,0
9549,"Arkansas Democratic congressional candidate Chad Causey was a Washington, D.C. bureaucrat.","candidates-biography,message-machine",0,1,0,0,0,0
9550,Says Milken Institute rated San Antonio as nations top-performing local economy.,economy,0,0,0,0,0,1
9551,A private company building a natural gas pipeline into Florida is being forced to spend months under the review of six federal agencies.,"energy,government-regulation",0,0,0,0,0,1
9552,Says New York Mayor Michael Bloomberg says we can only have three bullets and the NRA wants firearms with nukes on them.,"candidates-biography,civil-rights,guns",0,0,1,0,0,0
9553,Everyone in this country has access to health care.,health-care,1,0,0,0,0,0
9554,Social science is irrefutable that children are better off being raised by a mom and a dad.,"children,gays-and-lesbians,marriage",0,1,0,0,0,0
9555,"Twelve percent of the garbage collected in those SOLV cleanups, by volume, is plastic bags.",environment,0,0,0,1,0,0
9556,"If you look at any real analysis, the Trans-Pacific Partnership is going to generate better-paying jobs that are more stable.",trade,0,0,1,0,0,0
9557,Say George Washington said that when government takes away citizens right to bear arms it becomes citizens duty to take away governments right to govern.,"guns,history",0,1,0,0,0,0
9558,It costs more money to put a person on death row than it does to lock them up for the rest of their lives because of attorney fees.,"criminal-justice,new-hampshire-2012",0,0,1,0,0,0
9559,Says Gov. Chris Christie has embarked on a tour to demand that New Jerseys Democratic legislature approve an immediate tax cut that would disproportionately benefit the wealthiest.,taxes,0,1,0,0,0,0
9560,Sherrod Browns approval rating has plummeted to 38 percent among Ohio voters in a poll by a Democratic pollster.,"elections,job-accomplishments,campaign-advertising",0,0,0,1,0,0
9561,Oil companies are able to sell oil that costs no more to produce today than it did one year ago.,"energy,gas-prices",0,0,0,1,0,0
9562,"Currently, we're at 36 percent of our children born out of wedlock.",families,0,0,0,0,0,1
9563,"Barack Obama supports plans to raise ""income taxes ... payroll taxes.""",taxes,0,0,1,0,0,0
9564,Says over 1 million signatures were submitted in attempt to recall Gov. Scott Walker.,elections,0,1,0,0,0,0
9565,"60 percent of the jobs lost in the 2008 recession were living-wage jobs. Of the jobs weve gotten back, only 40 percent are living-wage.",jobs,0,0,0,0,0,1
9566,Over 20 percent of the electorate is Hispanic in Florida.,elections,0,0,1,0,0,0
9567,"As a state senator in Illinois, Obama made sure women got equal pay for equal work.",workers,0,0,0,1,0,0
9568,"Says MittRomneys tax plans would give an additional $250,000 tax cut to millionaires and billionaires while raising taxes on the middle class.",taxes,0,0,1,0,0,0
9569,TheAffordable Care Actalters the sensible doctor-patient-relationship-centered health care program ... we see today.,health-care,0,1,0,0,0,0
9570,Says Mike Enzi is getting about 84 percent of his campaign funds from Washington-based PACs. Thats more than any senator of either party.,campaign-finance,0,0,0,1,0,0
9571,An average of nine children a day in the U.S. die of gunshot wounds.,"guns,public-safety",1,0,0,0,0,0
9572,"Austin is number one in Texas in startups, venture capital and patents.","city-government,economy,small-business,technology",0,0,0,0,0,1
9573,"In some communities, for $10,000 worth of (PIP) coverage its $1,500 a year.","states,transportation",0,0,0,1,0,0
9574,SaysGary Johnson and the Libertarian Party want to get rid of the public school system.,"candidates-biography,children,education,families,government-regulation,history",0,0,1,0,0,0
9575,Theyre saying that 40 percent of the traffic that goes over [the Sakonnet River Bridge is from] out of state.,"state-budget,transportation",0,0,0,1,0,0
9576,(Stimulus money) went to critically important projects like studying ants in Africa.,"message-machine-2012,stimulus",0,0,0,0,0,1
9577,There used to be 16 workers for every one person on Social Security. ... Now its three.,"deficit,federal-budget",0,0,0,0,0,1
9578,There are more than twice as many (crisis pregnancy centers) as there are legitimate abortion providers in the United States.,"abortion,families,government-regulation,health-care,public-health,public-safety,religion,science,state-budget,women",0,0,1,0,0,0
9579,"Washington politicians are paid over $200,000 an hour for speeches.","campaign-finance,congress,congressional-rules,ethics,financial-regulation",1,0,0,0,0,0
9580,"Certainly were going to be the most restrictive state in the land in terms of who can get medical marijuana, how it will be prescribed and how it will be achieved in terms of moving it into the marketplace.","drugs,government-regulation,marijuana,public-health",0,0,0,0,0,1
9581,Klein did not hold a single town hall meeting (on health care) where the general public was invited to ask questions or present their views.,health-care,0,1,0,0,0,0
9582,"Wisconsins economy has tanked under Gov. Scott Walker andso far in 2015 over 6,685 people have been laid off, already more than in all of 2014.","economy,jobs",0,1,0,0,0,0
9583,"In Virginias Medicaid program, approximately 30 percent, or $2.7 billion a year, is lost to waste, fraud and inefficiencies.","health-care,medicaid",1,0,0,0,0,0
9584,"Says 3,000 Americans died of gunfire between the time of the Ebola scare in Dallas and the midterm elections.","guns,public-health",0,0,0,1,0,0
9585,"Last year, I stopped an Obamacare bailout and saved taxpayers $2.5 billion.","federal-budget,health-care,taxes",1,0,0,0,0,0
9586,"Holding up a BlackBerry, McCain campaign adviser says, ""youre looking at the miracle John McCain helped create.""","candidates-biography,technology",0,1,0,0,0,0
9587,Obama held one of the first meetings of his political career in Bill Ayers's home. And they've worked together on various projects in Chicago.,candidates-biography,0,0,0,1,0,0
9588,"Says most illegal immigrants draw welfare benefits, theyre sending their kids to school, theyre using the public services.","education,immigration,welfare",0,0,1,0,0,0
9589,Says TriMet now spends $1.63 in benefits for every $1.00 spent on wages.,transportation,0,0,0,1,0,0
9590,"When Colorado eased its medical marijuana laws, fatal accidents involving pot-using drivers soared while overall traffic fatalities decreased.","marijuana,public-safety",0,0,1,0,0,0
9591,A lot of student loans are already refinanced by the federal government.,"debt,education,federal-budget,financial-regulation",0,1,0,0,0,0
9592,"Were making more than ever off oil and gas right now, but its no secret that oil production in Texas peaked in the 1970s.","children,education,energy",0,0,0,1,0,0
9593,"Says that several times in the last 15 years, Austin City Council candidates have won seats after trailing by more than 4,000 votes in the election prompting the runoff.","city-government,elections,history",0,0,1,0,0,0
9594,Did you know ObamaCare will cost nearly twice as much as initially expected -- $1.8 TRILLION?,health-care,0,1,0,0,0,0
9595,Says $6 billion projected to accumulate in the states rainy day fund is already used.,"state-budget,state-finances",1,0,0,0,0,0
9596,Says Julie Parrish is one of Sarah Palins mama grizzlies.,elections,1,0,0,0,0,0
9597,"Almost every poll has shown that Sanders vs. Trump does a lot better than Clinton vs. Trump and, thats true nationally.",polls,0,0,0,1,0,0
9598,Greenlight Pinellas wont take existing lanes from other vehicles.,transportation,1,0,0,0,0,0
9599,"There are 30,000 people that have been killed with seat belts.","government-regulation,public-safety,market-regulation",0,0,0,0,1,0
9600,"Regarding sexual assault against women, Its actually safer not to be in college than it is to be in college.","crime,education",1,0,0,0,0,0
9601,"Perdue mismanaged Pillowtex, and nearly 8,000 people got laid off.",economy,1,0,0,0,0,0
9602,"Seven times Obama could have stopped Chinas cheating. Seven times, he refused.","china,foreign-policy,job-accomplishments,jobs,message-machine-2012,trade",0,0,1,0,0,0
9603,Im the only governor in America ... who signed a law that says there needs to be an independent investigation any time theres a death of someone in police custody.,criminal-justice,0,0,0,0,0,1
9604,Austin ISD has the highest graduation rate of every major city in Texas.,"children,education",1,0,0,0,0,0
9605,"We now know these firms areunwilling to put up any private money, for Californias high-speed rail project.","state-finances,transportation",1,0,0,0,0,0
9606,The economy we preside over today is better than the one we inherited.,economy,1,0,0,0,0,0
9607,"Says Ron Johnson opposes entirely a federal minimum wage, except perhaps for guest workers.","agriculture,economy,government-regulation,jobs,labor,unions,workers",0,0,0,0,0,1
9608,Says Marco Rubio opposes abortioneven in the case of rape and incest.,"abortion,candidates-biography",0,0,0,1,0,0
9609,Says Donald Trump has bankrupt four separate businesses.,"bankruptcy,candidates-biography,gambling",0,0,0,1,0,0
9610,We must deal with the here and now and assure affordable fuel for America by increasing domestic production.,energy,0,1,0,0,0,0
9611,"For the past year, I was censored and muzzled.","congress,congressional-rules,ethics",0,1,0,0,0,0
9612,"For educational testing, Florida has chosen a company that has a significant history of promoting identification of the GLBT lifestyle for children as young as seven years old.","education,gays-and-lesbians",0,0,1,0,0,0
9613,"When Charlie Crist was elected governor, Florida ranked 31st in K-12 education. ""Last year ... we went from 31st to 14. And this year, the top 10 in America.""","education,florida",0,0,1,0,0,0
9614,"Due to Obamacare, Arkansas has covered almost 14 percent of its uninsured already.","health-care,states",0,0,0,1,0,0
9615,"Middle-class families throughout America (would) have to pay $6,000 per year to pay for tax cuts for the wealthy.","federal-budget,taxes",0,1,0,0,0,0
9616,Says Williamson County District Attorney John Bradley reduces 36 percent of felonies to misdemeanors and hands them off to her.,crime,1,0,0,0,0,0
9617,Says Rep.Mike Coffman istheone who said he would support Trump.,campaign-advertising,1,0,0,0,0,0
9618,"According to the Congressional Budget Office, repealing Obamacare would increase the budget deficit.","deficit,federal-budget,health-care",0,0,0,1,0,0
9619,Today New Mexico (has) the sixth-fastest growing economy.,economy,0,0,0,1,0,0
9620,"The Texas leg of the Keystone pipeline has already created 4,800 jobs in just the year its been up and running.","energy,jobs",0,1,0,0,0,0
9621,A third of the budget for the city of Ferguson (Missouri) was being reaped by civil fines.,"city-budget,civil-rights,crime,criminal-justice,public-safety,urban",1,0,0,0,0,0
9622,Says 25 percent of Austins public school buildings are underutilized.,education,0,0,1,0,0,0
9623,McCain opposed the border fence.,"immigration,message-machine",0,1,0,0,0,0
9624,SaysLoretta Lynchs nomination has been now sitting there longer than the previous seven attorney general nominees combined.,"congressional-rules,criminal-justice",0,0,0,1,0,0
9625,"I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats.","foreign-policy,military,terrorism",0,1,0,0,0,0
9626,"Taxpayer money will provide iPod Touch devices to high school students in Utah, BlackBerry smart phones to smokers who kick the habit and funding for a study of exotic ants in East Africa.",stimulus,0,0,0,1,0,0
9627,Says over 90 percent of Travis Countys eligible residents have registered to vote.,elections,0,0,0,0,0,1
9628,"Says Mitt Romney has said we dont need more firemen, more policemen, more teachers.","economy,education,jobs",0,0,0,1,0,0
9629,"In the African-American community today, 68 percent of kids born are born out of wedlock.",families,0,0,0,0,0,1
9630,Says union bosses bused protesters to aCentral Florida education protest.,"education,labor,state-budget",0,0,0,0,1,0
9631,"Says that at a campaign rally President Barack Obama spent so much time screaming at a protester, and frankly it was a disgrace.",elections,0,0,0,0,1,0
9632,On transparency in dealing with the Republican Party of Florida's financial issues.,transparency,0,1,0,0,0,0
9633,Says a drug test can be performed for just $4 or $5.,"drugs,welfare",0,0,0,1,0,0
9634,"Oregon House Republicans jobs plan could generate more than 50,000 jobs over five years.",jobs,0,0,0,1,0,0
9635,"Says that before Rick Perry became governor, only 4 percent of our total labor force was a minimum wage job ... Today, that number has more than doubled (to) 9.5 percent.","economy,jobs",0,0,1,0,0,0
9636,"When Hillary Clinton ran the State Department, $6 billion was missing. How do you miss $6 billion? You ran the State Department, $6 billion was either stolen they dont know.","candidates-biography,corrections-and-updates,foreign-policy",0,0,0,0,1,0
9637,Prayer rugs have recently been found on the Texas side of the border in the brush.,"immigration,religion,terrorism",0,0,0,0,1,0
9638,More than 80 percent of Americans believe we need to have universal background checks.,guns,0,0,0,0,0,1
9639,"The transportation tax is regressive, and Emory University is literally getting its own transit line at virtually no cost to itself.",transportation,0,0,1,0,0,0
9640,We have cut our deficits by almost three-quarters.,"deficit,economy",0,0,0,1,0,0
9641,"Says that in 2009, Jon Huntsman said that the Recovery Act wasnt large enough and as governor he asked for $14.4 billion in federal stimulus funds. Now hes saying that he never supported it.","economy,new-hampshire-2012,stimulus",0,0,1,0,0,0
9642,On changing the rules for filibusters on presidential nominees,congressional-rules,0,1,0,0,0,0
9643,More children die in agricultural jobs than in any other industry.,"children,labor",0,0,0,0,0,1
9644,The United States isfighting with Iraqis to defeat ISIS along with Iran. But in Yemen were fighting Iran with Iraqis and Saudis.,"iraq,military",0,0,1,0,0,0
9645,Gov. Romney cut off kosher meals for Jewish senior citizens who were on Medicaid to save $5 a day.,"medicaid,religion,retirement",1,0,0,0,0,0
9646,"Since February 2009, the private sector has lost millions of jobs while the federal government has grown by hundreds of thousands of workers.","economy,government-efficiency,stimulus",0,0,1,0,0,0
9647,Oregons per capita income is 9 percent below the national average and getting worse. This is a state thats actually getting poorer.,"economy,income,jobs,poverty,workers",0,0,1,0,0,0
9648,"Most of the people that work in finance make $70,000, $80,000 a year.",corporations,0,0,1,0,0,0
9649,"A grant for $5,000 [from the Governors Workforce Board] went to teach an employee at a company that makes ornamental business card holders how to use Facebook and Twitter.","economy,federal-budget,government-efficiency,small-business,state-budget,state-finances,taxes,workers",1,0,0,0,0,0
9650,Says rabid animals from other states carry different strains of rabies that Florida vaccines and serums dont affect.,animals,0,1,0,0,0,0
9651,Assaults on Wisconsin law enforcement officers are up 224 percent statewide since 2005,"crime,state-budget",0,0,0,1,0,0
9652,Were already seeing bakers and florists and photographers forced to participate in same-sex marriages under the threat of law and in some cases even jail.,gays-and-lesbians,0,0,1,0,0,0
9653,We spent $223-million on a bridge in Alaska to an island with 50 people on it.,federal-budget,0,1,0,0,0,0
9654,Withheld union dues fund half of Dem (Democratic) campaigns in Florida.,labor,0,0,0,0,1,0
9655,My wife is going to be the first Hispanic first lady in the history of Texas.,"candidates-biography,history,women",0,0,0,0,0,1
9656,Eliminating earmarks does not reduce spending.,federal-budget,0,0,0,1,0,0
9657,Half of all NC legislative candidates are unopposed because of gerrymandering.,"elections,legal-issues,redistricting,states",0,0,0,1,0,0
9658,The health care law is the largest tax [increase] in the history of our country,"health-care,taxes",0,1,0,0,0,0
9659,A study ranked Florida No. 1 in government corruption under Gov. Rick Scott.,ethics,0,1,0,0,0,0
9660,Rhode Island is the last state still using the Optech III P voting machines and they dont meet suggested federal standards.,elections,0,0,1,0,0,0
9661,"Obamacare cuts $500 billion in future Medicare funding in order to fund the new constitutionally questionable government mandate, even going so far as to scuttle Medicares most popular (and successful) part, Medicare Advantage.","health-care,medicare",0,0,1,0,0,0
9662,Broward County was one of three counties in the nation pivotal to an Obama victory in 2012.,elections,1,0,0,0,0,0
9663,"Says an election clerk in Green Bay refused to allow early voting on the UW-Green Bay campus because she was afraid it would help Democrats, showing outrageous partisan bias.","bipartisanship,city-government,education,elections",0,0,1,0,0,0
9664,"The Baucus health care bill ""would drastically restrict the use of flexible spending accounts (FSAs) in order to help pay for health care reform.""",taxes,0,0,1,0,0,0
9665,Nevada will be energy independent within the immediate future.,"energy,environment",0,1,0,0,0,0
9666,Says there were only about eight or 10 inflammatory sentences in his newsletters.,candidates-biography,0,1,0,0,0,0
9667,Raising the minimum wage to $10.10 an hour will destroy between half a million and one million jobs.,"income,jobs,message-machine-2014",0,0,0,1,0,0
9668,"Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists.",ethics,0,0,0,0,0,1
9669,"Zero Planned Parenthood facilities are licensed to do mammograms. Planned Parenthood, women dont need you!",abortion,0,0,1,0,0,0
9670,"Under the Obama administrations bailout of General Motors, Ohio dealerships were forced to close.","economy,jobs,message-machine-2012",0,0,1,0,0,0
9671,"Says if current trends continue, by 2040, one out of three Texas workers will not have a high school diploma.","education,population",0,0,0,0,0,1
9672,Says tenure still exists but its been overhauled for teachers in New Jersey.,education,0,0,0,0,0,1
9673,"Says President Barack Obama has amended, delayed, or repealed 19 components of his very own (health care) law.",health-care,0,0,1,0,0,0
9674,On the coal industry,energy,0,1,0,0,0,0
9675,"If Congress does not pass the renewal of the payroll tax cut before the end of the year, nearly 160 million working families will see their taxes go up by roughly $1,000.","jobs,taxes",0,0,1,0,0,0
9676,"Secretly, unbeknownst to members of Congress, over $105 billion was hidden in the Obamacare legislation.","federal-budget,health-care",1,0,0,0,0,0
9677,Says 77 percent of Portlands students finish elementary school without taking even one art class.,education,0,0,0,1,0,0
9678,The governments twice the size it was 10 years ago. Its 30 percent bigger than it was when (Barack) Obama became president.,"deficit,federal-budget,government-efficiency",0,0,1,0,0,0
9679,President Barack Obama put in place historic fuel efficiency standards for cars and trucks to lower costs at the pump and reduce dependence on foreign oil.,"energy,message-machine-2012",0,0,1,0,0,0
9680,Florida ranks 45th in the nation for tuition.,"education,state-budget",0,0,0,0,0,1
9681,Charlie Crist signed into law an automatic 15 percent annual tuition increase that put college further out of reach for many Floridians.,"education,state-budget",0,0,1,0,0,0
9682,The debt comes up all the time in town meetings ... but its never asked in the debates. Its really weird. It hasnt been brought up.,"debt,federal-budget",0,1,0,0,0,0
9683,"An annual income of $500,000 in Manhattan, believe it or not, is middle class.",economy,0,1,0,0,0,0
9684,Says Romney and Ryan both backed proposals that would outlaw abortions even in cases of rape or incest.,"abortion,corrections-and-updates,message-machine-2012",0,0,1,0,0,0
9685,"Seventy-four percent of Rhode Islanders support [a] national popular vote [for president] because they, as I, believe in one person-one vote.","elections,history,polls",0,0,1,0,0,0
9686,"When I was speaker, we had four consecutive balanced budgets.","federal-budget,history,job-accomplishments",0,1,0,0,0,0
9687,Then-Sen. Barack Obama refused to raise the debt ceiling because he said President Bush had failed in leadership.,"candidates-biography,federal-budget",0,0,0,0,0,1
9688,The Congressional Budget Office has found that (the stimulus) bill will lead to a real 0.1 to 0.3 percent reduction in gross domestic product by 2019.,"federal-budget,stimulus",0,1,0,0,0,0
9689,Says David Rivera allowed House Republican leaders to strip key provisions from the STOCK Act that would crack down on insider trading by members of Congress.,"candidates-biography,ethics",1,0,0,0,0,0
9690,Any Floridian who has ever requested an absentee ballot henceforth gets one automatically.,elections,0,1,0,0,0,0
9691,"In Rhode Island, 28 percent of adults released from state prisons are re-incarcerated within a year.","crime,criminal-justice,economy,government-regulation,jobs,legal-issues,privacy,public-safety",0,0,0,0,0,1
9692,"When John Kasich became governor of Ohio, there was an $8 billion budget deficit and now theres a $2 billion surplus.","economy,state-finances",0,0,0,1,0,0
9693,"A request for ""an increase in troops sat on desks in this White House (during the presidency of George W. Bush), including the vice president's, for more than eight months, a resource request filled by President Obama in March.""","afghanistan,foreign-policy,military",0,0,0,0,0,1
9694,Democratic U.S. House candidate Julie Lassa pushed for a Canadian-style government takeover of health care.,"health-care,message-machine",0,1,0,0,0,0
9695,The medical marijuana ballot initiative doesnt require a physician writing a prescription and can be for conditions like having a back that needs to be scratched.,"florida-amendments,health-care,marijuana",0,0,1,0,0,0
9696,Says Milwaukee County Executive Chris Abele once proposed a plan to end county funding to homeless shelters.,county-budget,0,1,0,0,0,0
9697,We have the highest per-pupil cost in the country.,"education,taxes",0,0,0,1,0,0
9698,"In Texas, there are 668 Democratic Hispanic elected officials to the 60 in the Republican Party.","candidates-biography,diversity,elections,history",0,0,0,1,0,0
9699,"Without the financial resources provided by hunters to protect habitat and stop poachers, there would be no infrastructure for wildlife management.","corrections-and-updates,environment,sports",0,1,0,0,0,0
9700,Hitler didnt want unions. Stalin didnt want unions. Mubarak didnt want independent unions. These autocrats in history dont want independent unions.,"jobs,labor,message-machine",0,0,0,0,0,1
9701,"Health care reform ""establishes a new board of federal bureaucrats (the 'Health Benefits Advisory Committee') to dictate the health plans that all individuals must purchase.""",health-care,0,1,0,0,0,0
9702,The United States still ranks 20th in the world in access to broadband -- over 50 percent below the best nations.,"economy,infrastructure,technology",0,0,1,0,0,0
9703,"When union membership goes down, so do (middle class) wages.","income,unions",0,0,1,0,0,0
9704,"Obama did not open new lands to offshore drilling all of these areas were already open for drilling once Congress and President Bush lifted the moratorium in 2008. Instead, President Obama yesterday announced what areas he would CLOSE to offshore drilling.","economy,energy,environment,florida,transportation",1,0,0,0,0,0
9705,"The Democratic Congress has already taken significant steps to create jobs and jump-start the economy, resulting in the lowest tax rates in over 50 years and the creation of over 500,000 new jobs so far this year.","economy,job-accomplishments,taxes",0,0,1,0,0,0
9706,Secretary of State A. Ralph Mollis wrongly takes credit for small-business program,"candidates-biography,small-business",0,0,1,0,0,0
9707,Our school test scores are right at the bottom.,education,0,0,1,0,0,0
9708,"There was a report that came out from the FBI a warning, not a report ... saying that, in fact, al-Qaida was planning to attack malls during the Christmas holidays.",terrorism,0,0,1,0,0,0
9709,The problem with invasive species today in the Great Lakes isnt ballast water.,"environment,jobs,transportation",0,0,0,0,0,1
9710,Dan Branch once lobbied for the AFL-CIO.,"candidates-biography,economy,labor",0,1,0,0,0,0
9711,Our state has no major rivers to produce big hydropower.,"energy,nuclear,water",0,0,0,1,0,0
9712,SaysCongressman Jack Kingston voted to raise his pay seven times.,congress,1,0,0,0,0,0
9713,Kansas has not elected somebody other than a Republican (to the U.S. Senate) since before The Wizard of Oz hit the movie theaters.,elections,0,0,0,0,0,1
9714,Common Core means there are over 300 data elements the government is going to be collecting about your children and about you.,education,1,0,0,0,0,0
9715,"Obamas Justice-designate Sotomayor threw out (the New Haven firefighters) lawsuit in a sneaky, unsigned opinion -- the judicial equivalent of talk to the hand.","legal-issues,pundits,sotomayor-nomination,supreme-court",0,1,0,0,0,0
9716,Says of flood of non-Mexicans being apprehended at the border: These are people that are coming from states like Syria that have substantial connections back to terrorist regimes and terrorist operations.,"immigration,terrorism",0,0,0,0,1,0
9717,"29 mass shootings have been committed by concealed carriers since 2007, while during this period only one (1) licensed civilian meaningfully intervened in a mass shooting.",guns,0,0,1,0,0,0
9718,"For the first time in 35 years, we have more businesses dying than we do starting.","economy,small-business",0,0,0,0,0,1
9719,The UK has an unarmed police force and a firearm fatality rate that is 40 times lower per capita than in the U.S.,"crime,criminal-justice,education,guns,public-safety",0,0,0,1,0,0
9720,Says Barack Obama knew half of the population of the United States would lose their health insurance.,health-care,0,0,0,0,1,0
9721,"Say that under state law, systems development charges can only be spent on capital investment.","infrastructure,message-machine-2012",0,0,0,0,0,1
9722,Says Mitt Romney and Bain Capital are to blame in a womans premature death when they closed the plant where her husband worked.,"economy,message-machine-2012",0,1,0,0,0,0
9723,"Public sentiment in favor of collective bargaining and in favor of the unions has actually gone up as these governors, I think, have overreached and gone too far and tried to destroy the labor movement.","labor,polls,unions,workers",1,0,0,0,0,0
9724,Another great endorsement! Barrow Journal explains the difference between me and Jody Hice.,elections,0,0,1,0,0,0
9725,"Charlie Crist was the only prominent Republican in the country to campaign with Barack Obama before the stimulus passed, on behalf of the stimulus.",stimulus,0,0,1,0,0,0
9726,On resigning from the Texas Railroad Commission.,elections,0,1,0,0,0,0
9727,"If you like your health care plan, you can keep your health care plan.",health-care,0,0,1,0,0,0
9728,Says The idea of one casino per tribe is a false one.,gambling,0,0,1,0,0,0
9729,The 2013 immigration bill expanded President Obamas ability to bring Syrian refugees to this country without mandating any meaningful background checks.,immigration,0,1,0,0,0,0
9730,Suzanne Bonamici was the only no vote on a 2009 bill cracking down on drunk drivers.,"crime,criminal-justice,message-machine-2012,voting-record",0,0,0,0,0,1
9731,"Regarding her State Department email practices, my predecessors did the same thing.",technology,1,0,0,0,0,0
9732,"We were promised (the stimulus) would provide 'green jobs' for Americans, but 80% of the $2 billion they spent on alternative energy went to purchase wind turbines built in China!","energy,stimulus",0,1,0,0,0,0
9733,Says the reasoning behind Portlands high water and sewer rates is all kinds of pet projects unrelated to the core function of the water and sewer bureaus,"city-government,government-efficiency,water",1,0,0,0,0,0
9734,Says Marco Rubio wanted to cut Social Security and Medicare because he said theyre bankrupting our country.,"medicare,social-security",0,0,1,0,0,0
9735,"The FL Guard has defended our freedom in Afghanistan, Iraq, and put their lives at risk; now the fed govt is going to cut their pay 20%.","afghanistan,federal-budget,iraq,military",0,0,1,0,0,0
9736,Federal employees are making twice as much as their private counterparts.,economy,0,1,0,0,0,0
9737,Latinos now make up the majority population in Texas.,"education,legal-issues,population,states",0,1,0,0,0,0
9738,"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin dont have to pay any taxes on their income for two years.","jobs,taxes",0,0,0,0,0,1
9739,We are only inches away from ceasing to be a free market economy.,"economy,market-regulation",0,0,0,0,1,0
9740,"I went to the Olympics that was out of balance, and we got it on balance.",candidates-biography,0,0,0,1,0,0
9741,"As Jim Doyles Commerce secretary, Mary Burke spent $12.5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin and had laid off 800 workers.","jobs,state-budget",0,0,0,1,0,0
9742,"There is great disparity, tremendous disparity, in the (capital) funding on a per-student basis between our traditional public schools and our charter public schools.","education,state-budget,taxes",0,0,0,1,0,0
9743,(I) helped to invent a system that saved over a billion dollars on welfare.,"candidates-biography,economy,families,federal-budget,government-efficiency,poverty",0,0,0,0,0,1
9744,"My opponent here has accepted money from Freddie Mac, Fannie Mae (and) hosted subprime mortgage seminars.","economy,housing",0,0,1,0,0,0
9745,There are more words in the IRS code than there are in the Bible.,taxes,0,0,0,0,0,1
9746,Says Mitt Romney raised business taxes 20 percent in Massachusetts.,"message-machine-2012,taxes",0,0,0,1,0,0
9747,"Says with the ongoing economic downturn, child abuse is on the rise.","children,economy,families",0,0,0,1,0,0
